Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
21839107,Bowie,Simon Critchley,"Critchley, Simon",,"=""1939293545""","=""9781939293541""",3,3.99,OR Books,Paperback,192,2014,2014,2016/01/02,2016/01/02,"music, non-fiction","music (#1), non-fiction (#86)",read,"<blockquote><br/>LET ME BEGIN WITH A RATHER EMBARRASSING confession: no person has given me greater pleasure throughout my life than David Bowie.<br/></blockquote><br/><br/>Short, personal collection of quasi-chronologically sorted essays on Bowie's music and life-work starting with the Ziggy phase and ending with the release of ""Where Are We Now?"" (sadly no ""Blackstar"", which is amazing). After the personal introduction (Bowie as a symbol of the other for kids who grow up in terrible British suburbs, ""Millions of self-conscious mini-Hamlets living out their loveless hells in scattered, sundry hamlets, towns, and cities""), Critchley is concerned with Bowie's message - what do all these fake characters mean, and can Bowie reach truth by using them? Is the dystopia so often described in Bowie's lyrics maybe an utopia of possibility? Can we re-invent ourselves in spite of our lacking authenticity? <br/><br/><blockquote><br/>The overcoming of the human condition is a disaster, yet man is still an obstacle. We’re human, all-too-human, and yet long to overcome that condition. Much of Bowie’s work circles obsessively around this dilemma.<br/></blockquote><br/><br/>Sadly the book is too short, and can't really develop any depth to its arguments - still, I'd recommended it to people interested in modern human life, and one possible approach to it.<br/><br/>P.S.: Was the note Bowie put on the bouquet for his brother's funeral used in Blade Runner?<br/><br/><blockquote><br/>The note on Bowie’s bouquet was extremely poignant: “You’ve seen more things than we can imagine, but all these moments will be lost—like tears washed away by the rain.”<br/></blockquote><br/><br/>P.P.S.: I didn't realize how much of Bowie's work is based on Nietzsche or Mishima or French revolutionary history, I didn't grow up with the man so I missed all this",,,,,,0,,,,,
24886755,The Cosmopolites: The Coming of the Global Citizen,Atossa Araxia Abrahamian,"Abrahamian, Atossa Araxia",,"=""099097636X""","=""9780990976363""",0,3.76,Columbia Global Reports,Paperback,128,2015,2015,,2016/01/02,to-read,to-read (#1240),to-read,,,,,,,0,,,,,
28424108,The Life Project: The Extraordinary Story of Our Ordinary Lives,Helen  Pearson,"Pearson, Helen",,"=""184614826X""","=""9781846148262""",0,4.09,Allen Lane,Hardcover,416,2016,2016,,2016/01/01,to-read,to-read (#1239),to-read,,,,,,,0,,,,,
25733983,Lab Girl,Hope Jahren,"Jahren, Hope",,"=""1101874937""","=""9781101874936""",0,4.00,Knopf,Hardcover,290,2016,2016,,2016/01/01,to-read,to-read (#1238),to-read,,,,,,,0,,,,,
13752,The Master of Go,Yasunari Kawabata,"Kawabata, Yasunari",Edward G. Seidensticker,"=""0679761063""","=""9780679761068""",3,3.84,Vintage,Paperback,189,1996,1954,2015/12/26,2015/12/26,japan,japan (#11),read,"<blockquote><br/>There was something unreal about the pictures, which may have come from the face, the ultimate in tragedy, of a man so disciplined in an art that he had lost the better part of reality.<br/></blockquote><br/><br/>Just like [b:Kokoro|762476|Kokoro|Natsume Sōseki|https://d.gr-assets.com/books/1327991553s/762476.jpg|1977713] or the majority of Yukio Mishima's work, Master Of Go belongs to that corner of Japanese culture in favor of the ""old"" (Meiji-era) and against the ""new"" (Western influence, loss of values etc.). <br/><br/><blockquote><br/>It may be said that the Master was plagued in his last match by modern rationalism, to which fussy rules were everything, from which all the grace and elegance of Go as art had disappeared, which quite dispensed with respect for elders and attached no importance to mutual respect as human beings. From the way of Go the beauty of Japan and the Orient had fled. Everything had become science and regulation.<br/></blockquote><br/><br/>It's about the retirement match of the Go master/Honinbō Shūsai with Kitani Minoru (in the book called Otake), you can go through the steps of the match <a href=""http://gokifu.com/s/22x6-gokifu-19380626-Kitani_Minoru%287d%29-Honinbo_Shusai_9d_and_Meijin%28%29.html"">here</a>. Kawabata wrote newspaper columns about the 6-months spanning match which he reworked into this book. A little bit of knowledge of the game may be required reading but the rules are relatively simple and fast to pick up.<br/><br/><blockquote><br/>The match began in Tokyo on June 26, 1938, at the Kōyōkan Restaurant in Shiba Park, and ended on December 4, in Itō, at the Dankōen Inn. A single game took almost half a year. There were fourteen sessions. My report was serialized in sixty-four installments.<br/></blockquote><br/><br/>You can ignore any Go-specific terms in the book, it's not really about the game anyway - it's about Japan and its supposed uniqueness: China's Go isn't ""real Go"", that supposedly developed in Japan - other foreigners have no clue of Go, ""the spirit of Go"" is missing, etc., and if you can stand that, go for it.",,,,,,0,,,,,
20863042,"Ghosts of My Life: Writings on Depression, Hauntology and Lost Futures",Mark Fisher,"Fisher, Mark",,"=""1780992262""","=""9781780992266""",3,3.90,Zero Books,Paperback,245,2014,2014,2016/03/15,2015/12/25,"essays, essay, great-britain, non-fiction, music","essays (#15), essay (#3), great-britain (#3), non-fiction (#95), music (#2)",read,"<blockquote><br/>It's clear to me that now the period from roughly 2003 to the present will be recognised - not in the far distant future, but very soon - as the worst period for (popular) culture since the 1950s.<br/></blockquote><br/><br/>A collection of essays and interviews, mostly from <i>k punk</i> and <i>Wired</i> with a focus on UK electronic music. The red thread through all of this is the concept of hauntology, when you're haunted by a possible future, one that the past had promised. You thought progress would keep on going and you'd live to 150 in a post-materialistic society, but all you got was neoliberalism and cities so gentrified they may as well be <i>Schaufenster</i>.<br/><br/>There are some beautiful and interesting thoughts buried here, but the problem is that I wasn't part of the music scenes Fisher longs for, nor do I live in the UK or am I exposed to British cultural products (Australia may be part of the Commonwealth, but culturally it's one US shopping mall), so more than half of the time I have no clue of the focal point of the essay in question. Still:<br/><br/><blockquote><br/><i>Life On Mars</i> [the UK TV show] is symptomatic enough to be interesting. Symptomatic of what? Well, of a culture that has lost confidence not just that the future will be good, but that any sort of future is possible.<br/></blockquote>",,,,,,0,,,,,
16010552,Introduction to Mathematical Thinking,Keith J. Devlin,"Devlin, Keith J.",,"=""0615653634""","=""9780615653631""",3,3.86,Keith Devlin,Paperback,102,2012,2012,2015/12/25,2015/12/25,"mathematics, non-fiction","mathematics (#7), non-fiction (#85)",read,"This would work very well if you're about to start a university degree that supposed you did some ""higher"" mathematics in high school and you need an introduction, or a refresher - you'll learn what all of those Greek symbols do (university-level notation), you'll learn about the kind of precise language you need, how to structure proofs, types of proofs, etc. <br/><br/>The language is the best part. It's never particularly dry or boring, Devlin knows how to structure what he wants to convey. However, most of the content I already had back in my ""Mathematik Leistungskurs"" [in Germany's gymnasium you can kind of ""major"" in a few classes so you'll have more classes and more depth] so I've had all this before - why did I read it then? Curiosity about the title, I guess. I thought there would be more ""how to think"", less ""how to write"". But you've got to start somewhere, I guess.",,,,,,0,,,,,
4251902,American Rust,Philipp Meyer,"Meyer, Philipp",,"=""0385527519""","=""9780385527514""",4,3.67,Spiegel & Grau,Hardcover,368,2009,2009,2015/12/25,2015/12/25,"america, depri-lit, blue-collar","america (#43), depri-lit (#1), blue-collar (#1)",read,"<blockquote><br/>For a hundred years the Valley had been the center of steel production in the country, in the entire world, technically, but in the time since Poe and Isaac were born, the area had lost 150,00 jobs - most of the towns could no longer afford basic services; many no longer had any police. As Isaac had overheard his sister tell someone from college: <i>half the people went on welfare and the other half went back to hunting and gathering</i>. Which has an exaggeration, but not by much.<br/></blockquote><br/><br/>Last year I read [b:The Unwinding: An Inner History of the New America|17139513|The Unwinding  An Inner History of the New America|George Packer|https://d.gr-assets.com/books/1396809742s/17139513.jpg|23542001], a non-fiction book about the unraveling of US-society told in a few interwoven stories based on interviews. <i>American Rust</i> could be straight out of these interviews - it's set in a former steel-working valley, all the mills have closed, everyone is unemployed, the middle-aged are leaving, only the very young and the very old stay. The story focuses on two young people: Isaac is ""book-smart"" not ""street-smart"", Poe is exactly the opposite, and <i>of course</i> they're good friends (if Isaac had no working legs they would be Freak the Mighty). Isaac wants to leave this existence behind and run away from his family and go somewhere where the clocks haven't stopped, Poe tags on for a while, but both immediately run into a catastrophe which takes the rest of the book to deal with.<br/><br/>The language is straightforward with many run-on sentences that work well, but it convincingly manages to create an oppressive atmosphere, you can feel the lack of future:<br/><br/><blockquote><br/>The bank changed the locks and his wife took the daughter to Houston and Virgil's cousin broke into his own house and shot himself in the kitchen. Everyone in the Valley had a story like that - it was a horror show.<br/></blockquote><br/><br/>Sometimes the story makes a few not-so-elegant turns and you can't really decide whether Isaac is supposed to be Rainman or just a smart kid, but still, impressive. (Not the smartest choice to finish on Christmas)",,,,,,0,,,,,
60929,"Dawn (Xenogenesis, #1)",Octavia E. Butler,"Butler, Octavia E.",,"=""0446603775""","=""9780446603775""",3,4.09,Warner Books,Paperback,248,1997,1987,2016/01/31,2015/12/22,,,read,"Clearly intended as the start to a trilogy, not that interesting on its own; interesting in that not alien life, but other humans are the biggest ""problem"", to the point that a oppressive atmosphere develops on its own",,,,,,0,,,,,
22822922,Dreams of Earth and Sky,Freeman Dyson,"Dyson, Freeman",,"=""1590178548""","=""9781590178546""",3,3.85,New York Review Books,Hardcover,312,2015,2015,2015/12/22,2015/12/22,"non-fiction, essays, history","non-fiction (#84), essays (#12), history (#6)",read,"A follow-up to Dyson's earlier [b:The Scientist as Rebel|51431|The Scientist as Rebel |Freeman Dyson|https://d.gr-assets.com/books/1405868328s/51431.jpg|50195], both collections of essays from the NYRB that start out as book-reviews and end up as general reflections.<br/><br/>This one wasn't as much fun as the earlier collection - mostly because the <i>grandiosity</i> just isn't here. In <i>The Scientist As Rebel</i>, Dyson speculates about how to use genetically modified plants to terraform asteroids - there's a little bit like that here in <i>Dreams of Earth and Sky</i>, notably in speculation about gene editing tools becoming common playsets for children, but that's it - what you get instead is more Dyson putting himself into the contrarian's position to the mainstream: environmentalism is too much ""doom and gloom"", global warming is overstated because the models are inaccurate, plants may take care of the majority of excess CO2, passive detectors may be more useful to focus on than particle accelerators, etc.<br/><br/>What still makes these essays enjoyable:<br/><br/>- most reviews are about books on the history of science (or more general, the history of thought), which is a great way to find some new books to read<br/><br/>- Dyson himself had contact to so many ""greats"" of science that to each biography he writes about he can ""donate"" a few additional personal viewpoints or anecdotes. He visited some of Wittgenstein's courses as an undergrad and hated him back then, he worked under Oppenheimer for 20 years, or this wonderful Feynman anecdote:<br/><br/><blockquote><br/>He never showed the slightest resentment when I published some of his ideas before he did. He told me that he avoided disputes about priority in science by following a simple rule: “Always give the bastards more credit than they deserve.” I have followed this rule myself. I find it remarkably effective for avoiding quarrels and making friends. A generous sharing of credit is the quickest way to build a healthy scientific community.<br/></blockquote><br/><br/>I'm stealing that rule!<br/><br/>- One of the best essays is the one summarizing the US military's  ""secret"" report on insurgents called <i>Oregon Trail</i>, which he had access to when he visited the RAND corporation:<br/><br/><blockquote><br/>The most important conclusion of the Oregon Trail study was that the rebels usually won if the empire spent most of its effort on military operations, but that the rebels usually lost if the empire spent most of its effort on political and social responses to grievances. It was obvious to anyone who read Oregon Trail that the American war in Vietnam was likely to be a losing proposition. Unfortunately, very few people had a chance to read it. By one of the worst abuses of the secrecy system that I ever encountered, the military authorities stamped the whole thing secret.<br/></blockquote><br/><br/>Wish I could read it! Even Wikipedia has only a <a href=""https://en.wikipedia.org/wiki/Oregon_Trail_%28disambiguation%29"">dead link to a non-existing article</a>...<br/><br/>(This summary is part of a favorable review of Gladwell's David and Goliath, interestingly enough)<br/><br/>Recommended for: People looking for something smart to read",,,,,,0,,,,,
171970,Alamut,Vladimir Bartol,"Bartol, Vladimir",Michael Biggins,"=""0972028730""","=""9780972028738""",0,4.28,Scala House Press,Hardcover,510,2005,1936,,2015/12/22,to-read,to-read (#1237),to-read,,,,,,,0,,,,,
22693086,The Invention of Science: The Scientific Revolution from 1500 to 1750,David Wootton,"Wootton, David",,"=""006175952X""","=""9780061759529""",0,3.70,Harper,Hardcover,464,2015,2015,,2015/12/18,to-read,to-read (#1236),to-read,,,,,,,0,,,,,
23150052,Plant Behaviour and Intelligence,Anthony J. Trewavas,"Trewavas, Anthony J.",,"=""0199539545""","=""9780199539543""",0,4.00,"Oxford University Press, USA",Hardcover,291,2014,2014,,2015/12/17,to-read,to-read (#1235),to-read,,,,,,,0,,,,,
40745,Mindset: The New Psychology of Success,Carol S. Dweck,"Dweck, Carol S.",,"=""1400062756""","=""9781400062751""",0,4.02,Random House,Hardcover,276,2006,2006,,2015/12/16,to-read,to-read (#1234),to-read,,,,,,,0,,,,,
6342995,The Score Takes Care of Itself: My Philosophy of Leadership,Bill   Walsh,"Walsh, Bill","Steve Jamison, Craig Walsh","=""1591842662""","=""9781591842668""",0,4.18,Portfolio Hardcover,Hardcover,288,2009,2009,,2015/12/15,to-read,to-read (#1233),to-read,,,,,,,0,,,,,
824412,A Secular Age,Charles Taylor,"Taylor, Charles",,"=""0674026764""","=""9780674026766""",0,4.16,Harvard University Press,Hardcover,874,2007,2007,,2015/12/15,to-read,to-read (#1232),to-read,,,,,,,0,,,,,
213233,Better: A Surgeon's Notes on Performance,Atul Gawande,"Gawande, Atul",,"=""0805082115""","=""9780805082111""",0,4.17,Metropolitan Books,Hardcover,288,2007,2007,,2015/12/14,to-read,to-read (#1231),to-read,,,,,,,0,,,,,
23197269,Aurora,Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0316098108""","=""9780316098106""",0,3.73,Orbit,Hardcover,466,2015,2015,,2015/12/14,to-read,to-read (#1230),to-read,,,,,,,0,,,,,
21396087,Sex and Death: An Introduction to Philosophy of Biology (Science and Its Conceptual Foundations S),Kim Sterelny,"Sterelny, Kim",Paul E. Griffiths,"=""""","=""""",0,3.88,University of Chicago Press,Kindle Edition,456,2012,1999,,2015/12/11,to-read,to-read (#1229),to-read,,,,,,,0,,,,,
369873,A Hacker Manifesto,Kenneth McKenzie Wark,"Wark, Kenneth McKenzie",,"=""0674015436""","=""9780674015432""",0,3.85,Harvard University Press,Hardcover,208,2004,2004,,2015/12/10,to-read,to-read (#1228),to-read,,,,,,,0,,,,,
3665257,"Sciences from Below: Feminisms, Postcolonialities, and Modernities",Sandra G. Harding,"Harding, Sandra G.",,"=""0822342820""","=""9780822342823""",0,3.72,Duke University Press Books,Paperback,296,2008,2008,,2015/12/10,to-read,to-read (#1227),to-read,,,,,,,0,,,,,
152808,How I Became a Nun,César Aira,"Aira, César",Chris Andrews,"=""0811216314""","=""9780811216319""",3,3.77,New Directions,Paperback,117,2007,1993,2015/12/10,2015/12/10,argentina,argentina (#1),read,,,,,,,0,,,,,
18991376,Gespräche mit Goethe in den letzten Jahren seines Lebens (German Edition),Johann Peter Eckermann,"Eckermann, Johann Peter",,"=""""","=""""",0,4.30,,Kindle Edition,765,2011,1836,,2015/12/09,to-read,to-read (#1226),to-read,,,,,,,0,,,,,
8498360,Man on Wire,Philippe Petit,"Petit, Philippe",,"=""""","=""""",0,3.97,,Kindle Edition,241,,2008,,2015/12/09,to-read,to-read (#1225),to-read,,,,,,,0,,,,,
12513,True and False: Heresy and Common Sense for the Actor,David Mamet,"Mamet, David",,"=""0679772642""","=""9780679772644""",0,3.92,Vintage,Paperback,144,1999,1997,,2015/12/09,to-read,to-read (#1224),to-read,,,,,,,0,,,,,
23031,Time's Arrow,Martin Amis,"Amis, Martin",,"=""0679735720""","=""9780679735724""",0,3.79,Vintage,Paperback,168,1992,1991,,2015/12/09,to-read,to-read (#1223),to-read,,,,,,,0,,,,,
25923604,Essential Biostatistics: A Nonmathematical Approach,Harvey Motulsky,"Motulsky, Harvey",,"=""0199365067""","=""9780199365067""",0,0.0,"Oxford University Press, USA",Paperback,208,2015,2015,,2015/12/08,to-read,to-read (#1222),to-read,,,,,,,0,,,,,
22551809,The Road to Character,David  Brooks,"Brooks, David",,"=""081299325X""","=""9780812993257""",0,3.67,Random House,Hardcover,320,2015,2015,,2015/12/07,to-read,to-read (#1221),to-read,,,,,,,0,,,,,
3299039,Human Enhancement,Julian Savulescu,"Savulescu, Julian",Nick Bostrom,"=""0199299722""","=""9780199299720""",0,4.19,"Oxford University Press, USA",Hardcover,423,2009,2009,,2015/11/30,to-read,to-read (#1220),to-read,,,,,,,0,,,,,
27885005,"Wenn nicht wir, wer dann?: Ein politisches Manifest",Philipp Ruch,"Ruch, Philipp",,"=""""","=""""",0,3.43,Ludwig Buchverlag,Kindle Edition,209,2015,,,2015/11/30,to-read,to-read (#1219),to-read,,,,,,,0,,,,,
497499,The Door,Magda Szabó,"Szabó, Magda",Len Rix,"=""1843431939""","=""9781843431930""",0,4.11,Harvill Press,Hardcover,272,2005,1987,,2015/11/29,to-read,to-read (#1218),to-read,,,,,,,0,,,,,
7155145,Linchpin: Are You Indispensable?,Seth Godin,"Godin, Seth",,"=""1591843162""","=""9781591843160""",3,3.86,Portfolio,Hardcover,244,2010,2010,2015/12/08,2015/11/29,"business-time, self-help","business-time (#2), self-help (#2)",read,"The basic argument: <br/>Society/Economy used to be based on ""cogs"", people who just did their jobs, that doesn't work anymore, the new economy needs ""linchpins"", people who turn their job into an art, who invent, who ""draw the map"" of the business; the Internet economy has made that possible, you can now share or connect without any middlemen, you can stand out. it's hard to become a ""linchpin"" since your ""lizard brain"" scares you into mediocrity, you should learn to deal with the fear and start giving ""gifts"", work or art or connections or emotional work given, with no return expected, then people will start to notice you and ""join your tribe"" of connections.<br/><br/>Like many similar books it spends quite a while on repeating and hammering in the arguments, that would make the book 50% shorter. <br/><br/>Still, it's oddly motivational, to me a very welcome change to the usual ""life sucks and then your kids hang themselves in your closet"" books I normally read - it's so optimistic and cheerful that you're automatically want to <i>give more gifts</i>. (In the same way, 99% of Goodreads reviews are pure gifts - nothing is expected in return, except perhaps a ""like"" or a comment).",,,,,,0,,,,,
18418995,"The Lives of the Most Excellent Painters, Sculptors, and Architects",Giorgio Vasari,"Vasari, Giorgio",,"=""1299129641""","=""9781299129641""",0,3.50,Modern Library,ebook,,2014,2007,,2015/11/29,to-read,to-read (#1217),to-read,,,,,,,0,,,,,
9814,Why Read the Classics?,Italo Calvino,"Calvino, Italo",Martin L. McLaughlin,"=""0679743499""","=""9780679743491""",3,3.88,Vintage,Paperback,288,2001,1986,2015/11/29,2015/11/29,"essays, italy, non-fiction","essays (#11), italy (#6), non-fiction (#79)",read,"Collection of essays on various books and writers, great to see such breadth of reading. The only problem is that many essays are prefaces, so they assume that you've either just read or are going to read the book, and since neither me nor you haven't, they're a bit of a shot in the dark. Nevertheless, some good starting points if you want to leave the comfort zone of the stuff you're usually reading.<br/><br/><a href=""http://www.nybooks.com/articles/archives/1986/oct/09/why-read-the-classics/"">Titular essay here</a><br/>",,,,,,0,,,,,
3143478,Notes on Blood Meridian,John Sepich,"Sepich, John",,"=""0292718217""","=""9780292718210""",0,4.04,University of Texas Press,Paperback,216,2008,2008,,2015/11/29,to-read,to-read (#1216),to-read,,,,,,,0,,,,,
119561,The Order of Things: An Archaeology of the Human Sciences,Michel Foucault,"Foucault, Michel",,"=""0679753354""","=""9780679753353""",0,4.12,Vintage,Paperback,387,1994,1966,,2015/11/26,to-read,to-read (#1215),to-read,,,,,,,0,,,,,
26202783,"Alive, Alive Oh!: And Other Things That Matter",Diana Athill,"Athill, Diana",,"=""0393253716""","=""9780393253719""",0,3.89,W. W. Norton & Company,Hardcover,176,2016,2016,,2015/11/23,to-read,to-read (#1214),to-read,,,,,,,0,,,,,
22320455,If the Oceans Were Ink: An Unlikely Friendship and a Journey to the Heart of the Quran,Carla Power,"Power, Carla",,"=""0805098194""","=""9780805098198""",0,4.07,Holt Paperbacks,Paperback,352,2015,2015,,2015/11/21,to-read,to-read (#1213),to-read,,,,,,,0,,,,,
1150799,Iphigenie auf Tauris,Johann Wolfgang von Goethe,"Goethe, Johann Wolfgang von",,"=""3150000831""","=""9783150000830""",3,3.17,Reclam,Paperback,79,1986,1786,2015/11/20,2015/11/20,"germany, play","germany (#15), play (#6)",read,,,,,,,0,,,,,
3573608,"Alphabet Juice: The Energies, Gists, and Spirits of Letters, Words, and Combinations Thereof; Their Roots, Bones, Innards, Piths, Pips, and Secret Parts, Tinctures, Tonics, and Essences; With Examples of Their Usage Foul and Savory",Roy Blount Jr.,"Jr., Roy Blount",,"=""0374103690""","=""9780374103699""",0,3.60,"Farrar, Straus and Giroux",Hardcover,364,2008,2008,,2015/11/18,to-read,to-read (#1212),to-read,,,,,,,0,,,,,
22836957,The Revenant: A Novel of Revenge,Michael Punke,"Punke, Michael",,"=""125006662X""","=""9781250066626""",3,3.93,Picador,Hardcover,272,2015,2002,2015/11/16,2015/11/16,"western, survival","western (#3), survival (#1)",read,"A few bits of The Martian, a few bits of the way Americans like to see themselves",,,,,,0,,,,,
25946095,Present! A Techie's Guide to Public Speaking,Poornima Vijayashanker,"Vijayashanker, Poornima",Karen Catlin,"=""""","=""9781508091165""",0,4.55,,Paperback,267,2015,2015,,2015/11/15,to-read,to-read (#1211),to-read,,,,,,,0,,,,,
6878841,"Menschliches, Allzumenschliches",Friedrich Nietzsche,"Nietzsche, Friedrich",,"=""3458343814""","=""9783458343813""",4,4.21,Insel,Paperback,611,2000,1878,2015/12/06,2015/11/09,"germany, philosophy, aphorism, on-living, on-thinking, non-fiction","germany (#16), philosophy (#3), aphorism (#1), on-living (#8), on-thinking (#2), non-fiction (#81)",read,"A large collection of more than a thousand aphorisms (and a few poems and dialogues) split up into two books. The first book is split up by theme (morality, religion, the state, women etc.) - the second book is more loosely structured. You get a ton of thoughts ranging from a few sentences to a few pages; the best part being that you can see how cleanly Nietzsche develops a thought over a few inter-connected aphorism (and then comes back to it later, only to refute it). It's like reading through Nietzsche's process of thought.<br/><br/>You can see that there's almost ten years between both books; the second half is more mature, has less jokes, but is sometimes more cryptic and harder to interpret, but still, much more enjoyable.<br/><br/>There are some recurring themes that are worth going through -<br/><br/>1) The dream of Europe. Quite often he praises the European idea, of having many nations come together as ""cantons"" into one network of states. To him Europe has a specific goal and task:<br/><br/><blockquote><br/>Desshalb muss jetzt ein Jeder, der gut europäisch gesinnt ist, gut und immer besser schreiben lernen: es hilft Nichts, und wenn er selbst in Deutschland geboren ist, wo man das schlecht-Schreiben als nationales Vorrecht behandelt. Besser schreiben aber heisst zugleich auch besser denken; immer Mittheilenswertheres erfinden und es wirklich mittheilen können; übersetzbar werden für die Sprachen der Nachbarn; zugänglich sich dem Verständnisse jener Ausländer machen, welche unsere Sprache lernen; dahin wirken, dass alles Gute Gemeingut werde und den Freien Alles frei stehe; endlich, jenen jetzt noch so fernen Zustand der Dinge vorbereiten, wo den guten Europäern ihre grosse Aufgabe in die Hände fällt: die Leitung und Ueberwachung der gesammten Erdcultur.<br/></blockquote><br/><br/>Translation:<br/><blockquote><br/>That's why anybody who's European-minded has to learn to write well and always better - it doesn't help when he's born in Germany, where ""bad-writing"" is treated as national privilege. To write better means to think better; to come up with things worthy of communication, and to communicate them; to become translatable for the languages of the neighbors; to become accessible to those foreigners who learn our language; work towards that all good becomes common good and that the free are free to everything; finally, to prepare this now so distant state of affairs, where the good Europeans have their grand task at hand: the management and supervision of earth's culture. <br/></blockquote><br/><br/>You'd like to see that in the EU, wouldn't you? So far all we've done is to misinterpret ""supervision of earth's culture"" as ""let's start Five Eyes, build Echelon and spy on everybody""<br/><br/>2) Critical thought - you should change your opinions, you shouldn't trust anyone, you should be critical towards every thought. You change your clothes regularly, so why don't you do the same with your opinions?<br/><br/>3) There's a very smart part about how much of a self-defeating thing it is that countries are keeping armies ""solely for defense purposes"", as that implies that only the neighbors are the ""bad"" guys and oneself has nothing but ""good"" thoughts, culminating in:<br/><br/> <blockquote>Lieber zu Grunde gehen, als hassen und fürchten, und zweimal lieber zu Grunde gehen, als sich hassen und fürchten machen, — diess muss einmal auch die oberste Maxime jeder einzelnen staatlichen Gesellschaft werden!</blockquote><br/><br/>Rough translation:<br/><br/><blockquote>It's better to collapse than to hate and fear, and it's better to collapse twice than to make yourself hated and feared - some day this has to be the topmost maxim of every society!</blockquote><br/><br/>I'm reminded of the recent reactions to Daesh.<br/><br/>4) On e-mails: <br/><br/><blockquote>Der Brief ist ein unangemeldeter Besuch, der Briefbote der Vermittler unhöflicher Ueberfälle. Man sollte alle acht Tage eine Stunde zum Briefempfangen haben und darnach ein Bad nehmen.</blockquote><br/><br/>Transl.<br/><br/><blockquote>The letter is an unannounced visit, the postman the agent of a rude invasion. Every 8 days you should have an hour to receive letters and then you should take a bath.</blockquote><br/><br/>5) On gender there's quite a lot of outdated thought but at least he ""saves himself"" by stating that this is due to the state of society and not due to some inherent difference:<br/><br/><blockquote><br/>Man kann in den drei oder vier civilisirten Ländern Europa’s aus den Frauen durch einige Jahrhunderte von Erziehung Alles machen, was man will, selbst Männer, freilich nicht in geschlechtlichem Sinne, aber doch in jedem anderen Sinne.<br/></blockquote><br/><br/><blockquote><br/>In the three or four civilized countries Europe's you can use education to make anything out of women in a few centuries, even men, of course not in the biological/bodily sense, but in any other sense.<br/></blockquote><br/><br/>6) The Greeks, Goethe, and arts - Nietzsche has some very strong opinions on art, and sees the Greeks as the biggest humans who ever lived, with only Goethe having come close to their genius (""Goethe was above the Germans and still is above them - he will never belong to them"")<br/><br/>Of course you don't have to agree with anything he states (and a lot of it is outdated and sometimes weird) but it's still a wealth of information to learn, and I assume a good starting point to Nietzsche's thought in general, or as a manual on ""how to structure your thoughts"".",,,,,,0,,,,,
27528274,Wild Life: Adventures of an Evolutionary Biologist,Robert Trivers,"Trivers, Robert",,"=""""","=""""",0,3.65,Biosocial Research,Kindle Edition,238,2015,,,2015/11/08,to-read,to-read (#1210),to-read,,,,,,,0,,,,,
472833,Narrow Roads of Gene Land: The Collected Papers of W. D. Hamilton Volume 1: Evolution of Social Behaviour,W.D. Hamilton,"Hamilton, W.D.",,"=""0716745305""","=""9780716745303""",0,3.93,Spektrum Academic Publishers,Paperback,568,1998,1997,,2015/11/08,to-read,to-read (#1209),to-read,,,,,,,0,,,,,
25384661,Why Torture Doesn't Work: The Neuroscience of Interrogation,Shane O'Mara,"O'Mara, Shane",,"=""0674743903""","=""9780674743908""",0,4.56,Harvard University Press,Hardcover,290,2015,2015,,2015/11/08,to-read,to-read (#1208),to-read,,,,,,,0,,,,,
2068,Darwin's Dangerous Idea: Evolution and the Meanings of Life,Daniel C. Dennett,"Dennett, Daniel C.",,"=""068482471X""","=""9780684824710""",0,4.02,Simon & Schuster,Paperback,588,1996,1995,,2015/11/08,to-read,to-read (#1207),to-read,,,,,,,0,,,,,
26120771,Mindware: Tools for Smart Thinking,Richard E. Nisbett,"Nisbett, Richard E.",,"=""""","=""""",0,3.78,"Farrar, Straus and Giroux",Kindle Edition,337,2015,2015,,2015/11/08,to-read,to-read (#1206),to-read,,,,,,,0,,,,,
23896901,"Doing Bayesian Data Analysis: A Tutorial with R, JAGS, and Stan",John Kruschke,"Kruschke, John",,"=""""","=""""",0,4.38,Academic Press,Kindle Edition,746,2014,2010,,2015/11/05,to-read,to-read (#1205),to-read,,,,,,,0,,,,,
100779,Reminiscences of a Stock Operator,Edwin Lefèvre,"Lefèvre, Edwin",Roger Lowenstein,"=""0471770884""","=""9780471770886""",0,4.14,Doubleday & Company,Hardcover,308,1923,1922,,2015/11/03,to-read,to-read (#1204),to-read,,,,,,,0,,,,,
141634,Late Night Thoughts on Listening to Mahler's Ninth Symphony,Lewis Thomas,"Thomas, Lewis",,"=""0140243283""","=""9780140243284""",0,4.05,Penguin Books,Paperback,176,1995,1983,,2015/11/02,to-read,to-read (#1203),to-read,,,,,,,0,,,,,
25362017,The Girl with Seven Names: A North Korean Defector’s Story,Hyeonseo Lee,"Lee, Hyeonseo",David John,"=""0007554834""","=""9780007554836""",0,4.42,William Collins,Hardcover,304,2015,2015,,2015/11/01,to-read,to-read (#1202),to-read,,,,,,,0,,,,,
