Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
338325,The High Crusade,Poul Anderson,"Anderson, Poul",,"=""0743475283""","=""9780743475280""",3,3.88,I Books,Paperback,192,2003,1960,2016/05/01,2016/05/01,"america, sf","america (#48), sf (#7)",read,"Straight out of Golden Age SF:<br/><br/><blockquote><br/>Lo! It was a miracle! Down through the sky, seeming to swell monstrously with the speed of its descent, came a ship all of metal.<br/></blockquote><br/><br/>A spaceship lands in Britain in 1345 right in front of Sir Roger and his knights. The aliens are invaders as their blasters make clear, but they don't intimidate the British, who think they're either being attacked by a French trick or demons. They quickly kill all invaders and leave earth on their space ship, hoping to use it to attack the French, and then to liberate the Holy Land with its power, but unfortunately they land on the nearest home planet of the aliens. Most of the story is about how the British knights use cunning and brute force to take over the whole planet, after which they go on to take over most of the alien empire.<br/><br/>And because it is Golden Age SF, everything is way too easy - this particular intergalactic empire is inept at pretty much everything including hand-to-hand combat, freed alien planets immediately and easily join the rebellion instead of asking for food, death is comic relief, and of course the book is never taking itself too seriously, as it should be:<br/><br/><blockquote><br/>""He does not speak any known language, my lord,"" I said.<br/>""Nonsense! All demons know Latin, at least. He's just being stubborn.""<br/></blockquote><br/><br/>If you enjoy gallant enormous practically invincible knights romp through space while decapitating aliens and praising the Lord, go for it!",,,,,,0,,,,,
418,Been Down So Long it Looks Like Up to Me,Richard Fariña,"Fariña, Richard",Thomas Pynchon,"=""0140189300""","=""9780140189308""",0,3.83,Penguin Classics,Paperback,352,1996,1966,,2016/04/30,to-read,to-read (#1306),to-read,,,,,,,0,,,,,
49423,Out of Sheer Rage: Wrestling With D.H. Lawrence,Geoff Dyer,"Dyer, Geoff",,"=""0865475407""","=""9780865475403""",0,4.03,North Point Press,Paperback,256,1999,1997,,2016/04/30,to-read,to-read (#1305),to-read,,,,,,,0,,,,,
10515,Five Moral Pieces,Umberto Eco,"Eco, Umberto",Alastair McEwen,"=""0156013258""","=""9780156013253""",3,3.87,Mariner Books,Paperback,128,2002,1997,2016/04/29,2016/04/30,"essays, essay, italy, non-fiction","essays (#16), essay (#4), italy (#7), non-fiction (#102)",read,"Very short collection of five essays around morality - two stand out in particular. The first essay ""Reflections on War"" tries to update Clausewitz's teachings with modern warfare. Eco ""updates"" the model of information flow in wartime, since nowadays it's not two big sources of information anymore. Instead, Eco models this flow as a neural network, where each interested party is a node in a network, with its own interests and impact on the entire network (machine learning says hi). This is a very interesting model - I can't even name all parties who have boots on the ground in Syria, let alone all the international parties who have vested interests. <br/><br/>This structure makes the patterns, shifts, outcomes of the conflict hard to impossible to predict, which is very different from what Clausewitz taught. It's especially fun when you've had some experience with Artificial Neural Networks, which have the same underlying model, but that one is used for training or pattern matching.<br/><br/>The last essay on internationalism and multi-culturalism is great, and I can really feel what a loss Eco's death meant for modern European thought in times of a profound shift to the right:<br/><br/><blockquote><br/>The most dangerous form of intolerance is precisely the kind that arises in the absence of any doctrine, fueled by elemental drives. This is why it cannot be criticized or curbed by rational argument. The theoretical foundations of <i>Mein Kampf</i> can be confuted by a battery of fairly simple arguments, but if the ideas proposed in it have survived and continue to survive all objections, it is because they are founded on uncontrolled intolerance, which is immune to all criticism.<br/></blockquote><br/><br/>The other three essays are less interesting: how to define fascism, and trying to define what all fascist movements have in common (""Ur-Fascism"") - how the Italian press has developed, with some interesting reflections that fit to all all media (""On The Press"") - how morality can develop without a religion (""When the Other Appears on the Scene"").",,,,,,0,,,,,
369932,Hackers,Jack Dann,"Dann, Jack","Gardner R. Dozois, William Gibson, Tom Maddox, Greg Egan, Pat Cadigan, Bruce Sterling, Robert Silverberg, Alexander Jablokov, Michael Swanwick, Candas Jane Dorsey, Daniel Marcus, Paul McAuley, Neal Stephenson, Greg Bear","=""0441003753""","=""9780441003754""",4,3.68,Ace,Paperback,256,1996,1996,2016/05/02,2016/04/28,"sf, short-stories","sf (#8), short-stories (#27)",read,"Remember when the Internet wasn't a scrutinized, surveillance-laden, SEO-borked content-marketed network of walled garden with more echo chambers than common sense? Remember when the Internet had <i>promise</i>?<br/><br/>From the time when connecting to the Internet meant that you had to listen to the 56k modem make its best impression of a rat being slowly crushed to death, back when computers where large uniform gray towers and still had Turbo buttons, back when the collective unconscious thought that going online meant navigating a 3D animation of towers, back from the 90s comes this collection of early to mid cyberpunk stories about hackers. There are some hackers in the ""new"" sense (someone who illegally accesses computers or databases), and some hackers in the ""original"" sense (someone who creatively bends any system to his/her own advantage).<br/><br/>Recommendations:<br/>- The Pardoner's Tale, in which a hacker freely travels an earth subjugated under alien invaders<br/>- (Learning about) Machine Sex, sex and power in an age where simulated sex is possible<br/>- Spew, a prophetic tale about highly targeted advertising<br/>- Tangents, in which a genius boy learns how to make contact with four-dimensional beings (lots of fun Flatland links)<br/><br/>Some famous names here like William Gibson, Neal Stephenson, Greg Bear and Greg Egan, I've never read anything before by the others. I have to get more from Candas Jane Dorsey...<br/>",,,,,,0,,,,,
281062,God's Chinese Son: The Taiping Heavenly Kingdom of Hong Xiuquan,Jonathan D. Spence,"Spence, Jonathan D.",David Lindroth,"=""0393315568""","=""9780393315561""",0,3.90,W. W. Norton & Company,Paperback,432,1996,1996,,2016/04/27,to-read,to-read (#1304),to-read,,,,,,,0,,,,,
26154389,Zero K,Don DeLillo,"DeLillo, Don",,"=""1501135392""","=""9781501135392""",0,3.50,Scribner,Hardcover,288,2016,2016,,2016/04/27,to-read,to-read (#1303),to-read,,,,,,,0,,,,,
8675283,Vanished Kingdoms: The History of Half-Forgotten Europe,Norman Davies,"Davies, Norman",,"=""1846143381""","=""9781846143380""",0,3.82,Allen Lane,Hardcover,789,2011,2011,,2016/04/27,to-read,to-read (#1302),to-read,,,,,,,0,,,,,
21535396,Preparation for the Next Life,Atticus Lish,"Lish, Atticus",,"=""0988518333""","=""9780988518339""",0,3.78,Tyrant Books,Paperback,417,2014,2014,,2016/04/27,to-read,to-read (#1301),to-read,,,,,,,0,,,,,
26245029,Imagine Me Gone,Adam Haslett,"Haslett, Adam",,"=""0316261351""","=""9780316261357""",0,3.92,"Little, Brown and Company",Hardcover,368,2016,2016,,2016/04/27,to-read,to-read (#1300),to-read,,,,,,,0,,,,,
1473,Medea and Other Plays,Euripides,"Euripides, Euripides",,"=""0140449299""","=""9780140449297""",4,3.96,Penguin Books,Paperback,206,2003,-428,2016/04/26,2016/04/26,"greece, tragedy, play","greece (#5), tragedy (#2), play (#7)",read,"It's always surprising how brutal and bloody Greek tragedies are <br/>(but: never nihilistic! The one who wrongs will be pursued by the Gods, and usually the entire bloodline is cursed)<br/><br/>Medea: <br/>Medea is angry that her husband Jason is taking a new wife, he wants to ban her from the city as she's dangerous, she plans revenge and murders the new wife as well as her own children - since that will hurt her husband more. She survives and escapes the city with the bodies of the children.<br/><br/>Hecabe: <br/>Ex-queen of Troy, now slave, has to watch as her daughter is sacrificed by the Greeks looking for good omens to return; she also learns that her son was murdered earlier by a trusted friend, so she plots revenge on Polymestor, and traps him with her friends - they stab out his eyes and murder his children. Agamemnon sends the blind Polymestor away without more bloodshed: after all, he murdered his guest, it was his fault.<br/><br/><blockquote><br/>O stately royal palace! O once happy home!<br/>O Priam, famed for boundless treasures; famed as father,<br/>And I as aged mother, of children without peer! How we have come to nothing, stripped of our old pride!<br/>And we – we paltry humans – swell with arrogance,<br/>One for the wealth and luxury of his house, another<br/>Because the citizens all call him a great man!<br/>Such things mean nothing; careful schemes, the eloquence<br/>Of boasters – all nothing! The man who day by day<br/>Lives on, escaping misery – he is happiest.<br/></blockquote><br/><br/>Electra:<br/>Former princess, now married away to a commoner after an usurper conspired with her mother to kill the king Agamemnon and take over the throne (it's also revenge of the mother for the earlier sacrifice of Iphigenia by Agamemnon at the start of the Trojan War - the same Iphigenia who survived in Goethe's play [b:Iphigenia in Tauris, a Tragedy|1372312|Iphigenia in Tauris, a Tragedy|Johann Wolfgang von Goethe|https://d.gr-assets.com/books/1183056278s/1372312.jpg|2238325]). Electra waits for her brother Orestes (the one who later shows up in [b:The Oresteia|1519|The Oresteia|Aeschylus|https://d.gr-assets.com/books/1391822282s/1519.jpg|2378]), who traps the king and murders him, and both murder their mother. They suffer from their great crime of matricide, Orestes is instructed to leave and purge his soul (in a few sentences the story of the Oresteia is foretold).<br/><br/>Heracles:<br/>Yet another usurper, yet another family in peril while the man (here Heracles) is away on adventures. Before the new king can murder the family (after all, young kids are future usurpers!) Heracles appears and kills the king. Since this is a Greek tragedy happy endings are not a good thing - so Madness personified has to appear (some old bloodlines curse or whatevs), Heracles turns mad and kills his sons and wife in a frenzy. His mind returns, and Theseus leads the broken man away.<br/><br/>I need to read more Greek tragedies!",,,,,,0,,,,,
573569,Life Against Death: The Psychoanalytical Meaning of History,Norman O. Brown,"Brown, Norman O.",,"=""0819561444""","=""9780819561442""",0,4.15,Wesleyan,Paperback,387,1985,1959,,2016/04/24,to-read,to-read (#1299),to-read,,,,,,,0,,,,,
274827,The Technological Society,Jacques Ellul,"Ellul, Jacques",Robert K. Merton,"=""0394703901""","=""9780394703909""",0,4.22,Vintage,Paperback,512,1967,1964,,2016/04/22,to-read,to-read (#1298),to-read,,,,,,,0,,,,,
26176934,Becoming Fluent: How Cognitive Science Can Help Adults Learn a Foreign Language,"Roberts, Richard M.","M., Roberts, Richard","Kreuz, Roger J.","=""0262029235""","=""9780262029230""",0,3.65,The MIT Press,Hardcover,248,2015,2015,,2016/04/18,to-read,to-read (#1297),to-read,,,,,,,0,,,,,
25893950,The Informed Parent: A Science-Based Resource for Your Child's First Four Years,Tara Haelle,"Haelle, Tara",Emily Willingham,"=""0399171061""","=""9780399171062""",0,3.00,TarcherPerigee,Paperback,336,2016,2016,,2016/04/18,to-read,to-read (#1296),to-read,,,,,,,0,,,,,
937106,Memoirs of a Midget,Walter de la Mare,"Mare, Walter de la",Alison Lurie,"=""1589880129""","=""9781589880122""",0,3.59,Paul Dry Books,Paperback,379,2004,1921,,2016/04/15,to-read,to-read (#1295),to-read,,,,,,,0,,,,,
1519,The Oresteia,Aeschylus,"Aeschylus, Aeschylus","Robert Fagles, William Bedell Stanford","=""0140443339""","=""9780140443332""",4,3.98,Penguin Books,Paperback,335,1977,-458,2016/04/13,2016/04/14,"greece, tragedy","greece (#4), tragedy (#1)",read,"<blockquote><br/>Still it's chanting, beating deep so deep in the heart<br/>this dirge of the Furies, oh dear god,<br/>not fit for the lyre, its own master<br/>it kills our spirits<br/>kills our hopes<br/>and it's real, true, no fantasy-<br/>stark terror whirls the brain <br/>and the end is coming<br/>Justice comes to birth-<br/>I pray my fears prove false and fall<br/>and die and never come to birth!<br/></blockquote>",,,,,,0,,,,,
1063258,A Life of Sir Francis Galton: From African Exploration to the Birth of Eugenics,Nicholas Wright Gillham,"Gillham, Nicholas Wright",,"=""0195143655""","=""9780195143652""",0,3.73,"Oxford University Press, USA",Hardcover,432,2001,2001,,2016/04/13,to-read,to-read (#1294),to-read,,,,,,,0,,,,,
24582662,Neural Networks and Deep Learning,Michael Nielsen,"Nielsen, Michael",,"=""""","=""""",0,4.52,,ebook,,2013,2013,,2016/04/13,to-read,to-read (#1293),to-read,,,,,,,0,,,,,
28166034,How to Make Mistakes in Python,Mike Pirnat,"Pirnat, Mike",,"=""""","=""""",4,3.78,O'Reilly,ebook,154,2015,,2016/04/11,2016/04/11,"programming, non-fiction","programming (#12), non-fiction (#99)",read,"Thanks to Sebastian Raschka's <a href=""https://www.goodreads.com/review/show/1605946567?book_show_action=false"">review</a> I found out about this (<a href=""http://www.oreilly.com/programming/free/how-to-make-mistakes-in-python.csp"">link</a>), a short book detailing some of the things that can go wrong in the life of a regular Python programmer according to the book's author. It starts with ""these are the things that you <i>should</i> do (use Ipython/Jupyter, use virtualenv etc.) and then goes to all the things that went wrong in the author's <s>life</s>experience with Python - forgetting to return values at the end of functions, weird monkeypatching that always goes wrong in a weird hard-to-debug spot at the worst time possible, not testing, too broad exception catching etc.<br/><br/>(Side-note: This is one of the reasons why I like Go - the Go compiler doesn't compile your code when something's off, about 25-40% of the problems in this book are impossible. You'll just have to deal with other problems...)<br/><br/>It's a very short read, you can read it in an afternoon. Of course it's subjective - a lot of my work with Python involves parsing files so I run into other problems, like assuming that the string numbers in the file somehow magically become floats, then doing maths with them, and 3*""123"" becomes ""123123123"" instead of 369, or accidentally checking whether ""1"" > 9 (this is True in Python 2). <br/><br/>Recommended for: new Python programmers who've just finished their introductory course and want some ""old-timer experience""; advanced Python programmers seeking to hone their craft, expert Python programmers who like to nod and stroke their big, white, bushy beard while saying ""ah yes, I remember"" while staring into the distance.",,,,,,0,,,,,
23417262,The Little Go Book,Karl Seguin,"Seguin, Karl",,"=""""","=""""",3,3.67,,ebook,51,2014,2014,2016/04/07,2016/04/07,"programming, non-fiction","programming (#11), non-fiction (#98)",read,"Short, good, concise primer into the Go programming language up to and including channels. Due to the tiny length you won't find anything here that you can't find anywhere else, but it's clear and free!",,,,,,0,,,,,
25512224,Gespräche mit Goethe (Erweiterte Fassung),Johann Peter Eckermann,"Eckermann, Johann Peter",Johann Wolfgang von Goethe,"=""""","=""""",4,4.30,,Kindle Edition,,2014,1836,2016/04/22,2016/04/07,"non-fiction, germany","non-fiction (#100), germany (#21)",read,"This is the book Nietzsche called the best book in the German language,  the Conversations with Goethe of Eckermann, three books that Eckermann compiled from notes and diaries detailing their almost daily discussions during the last few years of Goethe's life -<br/><br/>For me, the first two books out of three are too direct, too fawning, Eckermann was clearly loving Goethe, and some of that feeling is reciprocated. Goethe complains about how some contemporary writer is bad in this or that way, then Eckermann comes up with an example of how Goethe did that thing much better in one of his plays, and then both vehemently agree for a page or two.<br/><br/>You have to see it this way: a young, self-taught guy from a poor background who has never finished any schooling or higher degree, who yearns for a career in the arts meets a famous man at the end of his life, a man whose time in the mainstream is over, who is maybe yearning for some attention from the younger German generations. The third book is much better, written a few years after Goethe's death, there's more distance between Eckermann and Goethe which leads to a cooler description of what was going on. The first two books spend so much time on Eckermann and Goethe agreeing that I'm surprised there's no slash fiction out there.<br/><br/>Some notes:<br/><br/>- Goethe's theory of color keeps on appearing over and over again (tl;dr: light doesn't consist of all colors, but colors appear when darkness and light mix) - Goethe was very angry that the ""crowning achievement of his life"" was being ignored by the mainstream. There are some fun implications for philosophy of science, and general crank-ism in there. A good theory doesn't <i>explain</i> phenomena, it <i>predicts</i> them; when Goethe's theory's predictions failed, he explained these failures away by saying that the eye is subjective, it ""wants to see what it sees"". Only a few pages later he complains about how no-one wants to ""let go"" of Newton's theory of color, but he couldn't do that with his own theory... [b:Goethe - Kunstwerk des Lebens|18454810|Goethe - Kunstwerk des Lebens|Rüdiger Safranski|https://d.gr-assets.com/books/1378228650s/18454810.jpg|26100930] states that Goethe was gifted a prism which would have dispelled his theory, but there's not a word about it here. The other scientific research, for example into the metamorphosis of plants, worked out better - his methods and concepts like homology vs. analogy are still in use.<br/><br/>- It's interesting how often <a href=""http://the-toast.net/2016/04/19/portraits-of-lord-byron-in-order-of-lord-byron-ness/"">Lord Byron</a> appears - nowadays probably more known as the father of Ada Lovelace, one of the pioneers of computing. Goethe was immensely impressed with Byron, and he discusses Byron's successes and failures over and over again, the most discussed artist here. Schiller appears often too, for obvious reasons.<br/><br/>- I was easily lost in discussions between Eckermann and Goethe about their contemporary literature, much of which has been forgotten - have you ever read anything by August Hagen? Or August von Kotzebue, Friedrich August Wolf, Johann Gottfried Herder, St. Schütze (and many similar ones)? Me neither!<br/><br/>- You get a ""making of"" of Faust 2, which Goethe finished with Eckermann's help in the last few years of his life, including some insights into what Goethe thought about certain elements of the play (there's no specific symbolism behind the names of the characters Baucis and Philemon, just that their situation is vaguely similar to the characters in Ovid's writing), or how much Goethe owed to the Greeks, he kept on returning to Greek drama his entire life.<br/><br/>- It's also interesting how extremely confident Goethe was. Sometimes, that worked out immensely in his favor, you can't just write that many poems, plays, novels, and publish in several sciences without believing in what you're doing. In other times it didn't help - it doesn't look like he could admit errors (theory of colors, again). I wish I could be this much into my own work!<br/><br/>- lots and lots of interesting thoughts on arts, and on his work, the role of Germany, too much to fit in here. Goethe spent his whole life trying to perfect his life, his outlook and his personality, this gave me the first insight into why he's such a revered personality in Germany, and why Nietzsche loved him so much: Goethe was someone who never stopped improving himself. Goethe's personal philosophy of life and religion still has a lot to offer.<br/><br/>Anyway, once you get past all the fawning there are some extremely interesting thoughts and concept to be found here, and I really got to understand why Goethe is still such a towering figure in German culture.",,,,,,0,,,,,
530104,The Human Web: A Bird's-Eye View of World History,John Robert McNeill,"McNeill, John Robert",William Hardy McNeill,"=""0393925684""","=""9780965739658""",0,3.69,W. W. Norton & Company,Paperback,350,2003,2003,,2016/04/07,to-read,to-read (#1292),to-read,,,,,,,0,,,,,
618108,...trotzdem Ja zum Leben sagen. Ein Psychologe erlebt das Konzentrationslager,Viktor E. Frankl,"Frankl, Viktor E.",Hans Weigl,"=""3423301422""","=""9783423301428""",4,4.32,Deutscher Taschenbuch Verlag,Paperback,208,2004,1946,2016/04/02,2016/04/05,"autobiography, psychoanalysis, non-fiction, germany","autobiography (#18), psychoanalysis (#2), non-fiction (#97), germany (#20)",read,"(English title: ""Man's Search For Meaning"", much more snappy than the unwieldy German title: ""... still saying Yes to life. A psychologist experiences a concentration camp"" - one reason why it's so much more popular in the English-speaking world) <br/><br/>Many extremely interesting observations on what the experience of such a camp does to your inner life, and how to find a philosophy which lets you survive such an experience, in short: they can cut you down to the last piece, but they cannot take your decision on how you are going to react to your situation. We have to learn to ask of life what it wants of us, not what we can ask of life - you have to learn how to bear responsibility for the questions and tasks that life asks of you. It all ties nicely into [b:At The Existentialist Café|25658482|At The Existentialist Café  Freedom, Being, and apricot cocktails with  Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others|Sarah Bakewell|https://d.gr-assets.com/books/1456742264s/25658482.jpg|45480464].<br/><br/><blockquote><br/>[Der Mensch] ist das Wesen, das immer entscheidet, was es ist. Er ist das Wesen, das die Gaskammern erfunden hat; aber zugleich ist er auch das Wesen, das in die Gaskammern gegangen ist aufrecht und ein Gebet auf den Lippen.<br/></blockquote><br/><br/>(rough translation: ""Man is the creature which always decides what it is. He is the creature that invented the gas chambers; but at the same time he is the creature who walked upright into the gas chambers with a prayer on his lips."")",,,,,,0,,,,,
17682206,Data Smart: Using Data Science to Transform Information into Insight,John W. Foreman,"Foreman, John W.",,"=""111866146X""","=""9781118661468""",0,4.21,John Wiley & Sons,Paperback,409,2013,2013,,2016/04/04,to-read,to-read (#1291),to-read,,,,,,,0,,,,,
20306869,R for Everyone: Advanced Analytics and Graphics,Jared P. Lander,"Lander, Jared P.",,"=""0133257177""","=""9780133257175""",0,3.91,Addison-Wesley Professional,ebook,465,2013,2013,,2016/03/31,to-read,to-read (#1290),to-read,,,,,,,0,,,,,
60408,After Babel: Aspects of Language and Translation,George Steiner,"Steiner, George",,"=""0192880934""","=""9780192880932""",0,4.16,"Oxford University Press, USA",Paperback,560,1998,1975,,2016/03/29,to-read,to-read (#1289),to-read,,,,,,,0,,,,,
219599,My Work is Not Yet Done: Three Tales of Corporate Horror,Thomas Ligotti,"Ligotti, Thomas",Harry Morris,"=""0965943372""","=""9780965943376""",3,3.94,Mythos Books,Hardcover,200,2002,2002,2016/03/28,2016/03/28,"horror, satire","horror (#8), satire (#3)",read,,,,,,,0,,,,,
25064563,The Little Red Chairs,Edna O'Brien,"O'Brien, Edna",,"=""0316378232""","=""9780316378239""",0,3.46,Little Brown and Company,Hardcover,299,2016,2016,,2016/03/27,to-read,to-read (#1288),to-read,,,,,,,0,,,,,
23232941,Soft Skills,John Z. Sonmez,"Sonmez, John Z.",,"=""""","=""9781617292392""",0,4.04,Manning Publications,Paperback,470,,2014,,2016/03/27,currently-reading,currently-reading (#2),currently-reading,,,,,,,0,,,,,
134575,Laboratory Life: The Construction of Scientific Facts,Bruno Latour,"Latour, Bruno","Steve Woolgar, Jonas Salk","=""069102832X""","=""9780691028323""",0,3.86,Princeton University Press,Paperback,296,1986,1979,,2016/03/27,to-read,to-read (#1287),to-read,,,,,,,0,,,,,
269717,The First Total War: Napoleon's Europe and the Birth of Warfare as We Know It,David A. Bell,"Bell, David A.",,"=""0618349650""","=""9780618349654""",0,3.72,Houghton Mifflin Harcourt,Hardcover,432,2007,2007,,2016/03/26,to-read,to-read (#1286),to-read,,,,,,,0,,,,,
19185364,Russian Thinkers (Penguin Classics),Isaiah Berlin,"Berlin, Isaiah",Aileen Kelly,"=""""","=""""",0,4.21,Penguin Classics,Kindle Edition,448,2013,1978,,2016/03/26,to-read,to-read (#1285),to-read,,,,,,,0,,,,,
25658482,"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",Sarah Bakewell,"Bakewell, Sarah",,"=""0701186585""","=""9780701186586""",4,4.22,Chatto & Windus,Hardcover,440,2016,2016,2016/03/27,2016/03/25,"pop-philosophy, philosophy, history, history-of-philosophy, non-fiction","pop-philosophy (#1), philosophy (#4), history (#7), history-of-philosophy (#1), non-fiction (#96)",read,"<blockquote><br/>Ideas are interesting, but people are vastly more so.<br/></blockquote><br/><br/>A history in characters of existentialism, with a focus on Heidegger, Merleau-Ponty, Sartre and de Beauvoir. It's clearly aimed at non-philosophers - it's partially autobiographical, irreverent, honest, I'm jealous of Bakewell's effortless lively style, she has got the best explanations of phenomenology and existentialism I've come across. One aim of hers is to reintroduce existentialism to the ""modern"" reader: here was a generation of people who were obsessed with the anguish of choice, with authenticity and ""acting in bad faith"" as a reaction to societal forces. These themes have completely disappeared from modern popular discourse - irony and cynicism are certainly more popular.<br/><br/>I feel that the addition of Heidegger's recently published (and AFAIK not yet translated?)  <href=""https://en.wikipedia.org/wiki/Black_Notebooks"">Black Notebooks</a> would have enormously helped in Bakewell's assessment of Heidegger's character - there's more Nazism and antisemitism in Heidegger's ""private but slated for publication in some faraway future"" post-WW2 thought than was previously thought. Another minor thing is that the book noticeably loses focus and energy in the last few chapters, the chapter about Havel could have either been 2 or 3 chapters, or cut completely.<br/><br/>Bonus quote:<br/><br/><blockquote><br/>Heidegger, who admired Celan's work, tried to make him feel welcome in Freiburg. He even asked a book-dealer friend to go around all the bookshops in the city making sure they put Celan titles in their windows so the poet would see them as he walked through town. This is a touching story, especially as it is the single documented example I have come across of Heidegger actually doing something nice.<br/></blockquote>",,,,,,0,,,,,
25986983,"Legend of the Galactic Heroes, Vol. 1: Dawn",Yoshiki Tanaka,"Tanaka, Yoshiki",Daniel Huddleston,"=""1421584948""","=""9781421584942""",4,4.18,Haikasoru,Paperback,292,2016,1982,2016/03/24,2016/03/23,"sf, war, japan","sf (#5), war (#8), japan (#14)",read,"This is fun!<br/><br/>About 30 years ago, 10 books were published in Japan which took the Prussian Wars and put them into a futuristic space. Since Japan has to milk every cow until it starves to death an anime and several movies were made from the books (with a new movie and anime coming soon). The anime itself is a bit famous in certain places - about 110 episodes with a running time of more than 48 hours, an epic space-saga, source of good memes:<br/><br/><img src=""https://ghostlightning.files.wordpress.com/2009/10/alcoholismyfriend.jpg""><br/><br/>We have two warring empires in space, the democratic Free Planets Alliance (shortened as Alliance) and the despotic Galactic Empire (shortened Empire). Both groups aren't black & white: the Alliance is led by war mongers looking to secure votes in order to advance their political careers by military gains, the Empire started out as eugenics-supporting space Nazis but has settled down as a more benevolent kingdom, led by an aged and stagnant elite. <spoiler>There's a third and fourth group which is set up towards the end of this book.</spoiler><br/><br/>The two main characters are young military leaders who clash twice in this book, but they're set up to be constant rivals in the remaining nine books. There's Reinhard von Lohengramm for the Empire, Yang Wen-Li for the Alliance. These names work like uniforms: the Empire is full of fun Wagner space Nazi names like Oskar von Reuenthal, even their ships are named <i>Walküren</i>, the Alliance has a hodge-podge of Chinese, Japanese, German, English, Greek names with their ships mostly named after Greek mythology. This ""trick"" makes it possible to follow possibly confusing space-battles easily, you immediately know who is on what side.<br/><br/>Von Lohengramm is an arrogant military genius who wants to take over the whole Empire, Wen-Li is a military history nerd who constantly wants to go home but is kept on by people who need his skills. They're both not really hero material: Von Lohengramm is ruthless towards civilians, Wen-Li is passive and too naive, it's up to the reader who to ""root"" [1] for.<br/><br/>There's a streak in Japanese popular culture that I have no name for but from which this book clearly draws a lot of inspiration - let's call it ""I love it when a plan comes together"", stories that focus on smart minds coming up with long-drawn detailed plans anticipating the enemy's actions by judging the enemy's minds, and then seeing what happens when these plans hit reality. You can see this streak in historical novels (personal favorite: Eiji Yoshikawa's [b:Taiko|336228|Taiko  An Epic Novel of War and Glory in Feudal Japan|Eiji Yoshikawa|https://d.gr-assets.com/books/1348457306s/336228.jpg|1337700]), but it continues in Japanese media to this day (a recent example is Death Note). <br/> <br/>Will I  read the other 9 books? The second book is slated to be released in July 2016, the third in November, with the rest to come based on how much money the first three make. I'd love for that to work out, it's certainly a bold move to go and commission a translation of 3 out of 10 books with a total of more than 3000 pages for fans of an obscure TV show, but in the age of ebooks it's possible to secure a niche in the ""long tail"" of available media. The ebook is just $11 on the Australian Amazon - that's the price of one beer in Perth.<br/><br/>Not recommended for: people looking for Game of Thrones in space, I don't think it's going to be that, there's not enough blood, sex & diarrhea for that to happen. People looking for intricate characters, past the two main guys there's not much.<br/><br/>Recommended for: Hannibal from the A-Team, fans of large-scale space SF.<br/><br/>[1] Australian slang joke: ""What is the Australian animal that most resembles the Australian male? The wombat, because he eats, roots, and leaves."" ba dum tss!",,,,,,0,,,,,
25904473,So Sad Today,Melissa Broder,"Broder, Melissa",,"=""1455562726""","=""9781455562725""",0,3.99,Grand Central Publishing,Paperback,224,2016,2016,,2016/03/23,to-read,to-read (#1284),to-read,,,,,,,0,,,,,
810794,Citizenship and Nationhood in France and Germany,Rogers Brubaker,"Brubaker, Rogers",,"=""0674131789""","=""9780674131781""",0,3.64,Harvard University Press,Paperback,288,1998,1992,,2016/03/22,to-read,to-read (#1283),to-read,,,,,,,0,,,,,
